date_issued,author,title,description,link,page,issue
2014/03/31,Louise Erdrich,The Big Cat,,https://newyorker.com/magazine/2014/03/31/the-big-cat,24,"March 31, 2014 Issue"
2014/03/24,Tessa Hadley,Under the Sign of the Moon,,https://newyorker.com/magazine/2014/03/24/under-the-sign-of-the-moon,24,"March 24, 2014 Issue"
2014/03/17,T. Coraghessan Boyle,The Relive Box,,https://newyorker.com/magazine/2014/03/17/the-relive-box,24,"March 17, 2014 Issue"
2014/03/10,Yiyun Li,A Sheltered Woman,,https://newyorker.com/magazine/2014/03/10/a-sheltered-woman,25,"March 10, 2014 Issue"
2014/03/03,Denis Johnson,The Largesse of the Sea Maiden,,https://newyorker.com/magazine/2014/03/03/the-largesse-of-the-sea-maiden,25,"March 3, 2014 Issue"
2014/02/17,Karl Ove Knausgaard,Come Together,,https://newyorker.com/magazine/2014/02/17/come-together-3,25,"February 17 & 24, 2014 Issue"
2014/02/10,Zadie Smith,Moonlit Landscape with Bridge,,https://newyorker.com/magazine/2014/02/10/moonlit-landscape-with-bridge,25,"February 10, 2014 Issue"
2014/02/03,Donald Antrim,The Emerald Light in the Air,,https://newyorker.com/magazine/2014/02/03/the-emerald-light-in-the-air,25,"February 3, 2014 Issue"
2014/01/27,Robert Coover,The Frog Prince,,https://newyorker.com/magazine/2014/01/27/the-frog-prince,25,"January 27, 2014 Issue"
2014/01/20,Akhil Sharma,A Mistake,"Fiction by Akhil Sharma: “As far back as I can remember, my parents have bothered each other.”",https://newyorker.com/magazine/2014/01/20/a-mistake,25,"January 20, 2014 Issue"
2014/01/13,Dinaw Mengestu,“The Paper Revolution”,Fiction: “For weeks we were like visitors in our real lives.”,https://newyorker.com/magazine/2014/01/13/the-paper-revolution,25,"January 13, 2014 Issue"
2014/01/06,Antonya Nelson,First Husband,,https://newyorker.com/magazine/2014/01/06/first-husband,25,"January 6, 2014 Issue"
2013/12/23,Rebecca Curtis,The Christmas Miracle,"“When I arrived in Revelstoke for the holiday, everyone was still shell-shocked about the cat deaths.”",https://newyorker.com/magazine/2013/12/23/the-christmas-miracle,25,"December 23 & 30, 2013 Issue"
1939/03/18,James Thurber,The Secret Life of Walter Mitty,"Fiction: “ ‘I’m not asking you, Lieutenant Berg,’ said the Commander. ‘Throw on the power lights!’ ”",https://newyorker.com/magazine/1939/03/18/the-secret-life-of-walter-james-thurber,26,"March 18, 1939 Issue"
2013/12/16,Steven Millhauser,Coming Soon,,https://newyorker.com/magazine/2013/12/16/coming-soon,26,"December 16, 2013 Issue"
2013/12/09,Rivka Galchen,The Late Novels of Gene Hackman,,https://newyorker.com/magazine/2013/12/09/the-late-novels-of-gene-hackman,26,"December 9, 2013 Issue"
2013/12/02,Romesh Gunesekera,Roadkill,,https://newyorker.com/magazine/2013/12/02/roadkill,26,"December 2, 2013 Issue"
2013/11/25,Lionel Shriver,Kilifi Creek,,https://newyorker.com/magazine/2013/11/25/kilifi-creek,26,"November 25, 2013 Issue"
2013/11/18,Jeffrey Eugenides,Find the Bad Guy,,https://newyorker.com/magazine/2013/11/18/find-the-bad-guy,26,"November 18, 2013 Issue"
2013/11/11,Chinelo Okparanta,Benji,,https://newyorker.com/magazine/2013/11/11/benji,26,"November 11, 2013 Issue"
2013/11/04,Thomas McGuane,Weight Watchers,,https://newyorker.com/magazine/2013/11/04/weight-watchers,26,"November 4, 2013 Issue"
2013/10/28,Haruki Murakami,Samsa in Love,,https://newyorker.com/magazine/2013/10/28/samsa-in-love,26,"October 28, 2013 Issue"
2013/10/21,Alice Munro,The Bear Came Over the Mountain,A man loses his wife to Alzheimer’s disease. Does he also have to lose her to another man?,https://newyorker.com/magazine/2013/10/21/the-bear-came-over-the-mountain-2,26,"October 21, 2013 Issue"
2013/10/14,Lara Vapnyar,Katania,,https://newyorker.com/magazine/2013/10/14/katania,27,"October 14, 2013 Issue"
2013/09/30,Joshua Ferris,The Breeze,"Fiction by Joshua Ferris: “The Breeze” The breeze, God, the breeze! she thought. You get how many like it? Maybe a dozen in a lifetime . . . and already gone, down the block and picking up speed, or dying out. What if she failed to make the most of what remained of this perfect spring day?",https://newyorker.com/magazine/2013/09/30/the-breeze,27,"September 30, 2013 Issue"
2013/10/07,Paul Theroux,"I’M the Meat, You’Re the Knife",,https://newyorker.com/magazine/2013/10/07/im-the-meat-youre-the-knife,27,"October 7, 2013 Issue"
2013/09/23,Tessa Hadley,Bad Dreams,,https://newyorker.com/magazine/2013/09/23/bad-dreams-3,27,"September 23, 2013 Issue"
2013/09/16,Tahar Ben Jelloun,By Fire,,https://newyorker.com/magazine/2013/09/16/by-fire,27,"September 16, 2013 Issue"
2013/09/09,Dorthe Nors,The Heron,,https://newyorker.com/magazine/2013/09/09/the-heron,27,"September 9, 2013 Issue"
2013/09/02,Robert Coover,The Colonel’s Daughter,,https://newyorker.com/magazine/2013/09/02/the-colonels-daughter,27,"September 2, 2013 Issue"
2013/08/26,Yu Hua,Victory,,https://newyorker.com/magazine/2013/08/26/victory-7,27,"August 26, 2013 Issue"
2013/08/12,Zadie Smith,Meet the President!,,https://newyorker.com/magazine/2013/08/12/meet-the-president,27,"August 12 & 19, 2013 Issue"
2013/08/05,Shirley Jackson,Fiction by Shirley Jackson: Paranoia,"A short story by Jackson, from 2013.",https://newyorker.com/magazine/2013/08/05/paranoia-shirley-jackson,27,"August 5, 2013 Issue"
2013/07/29,Daniel Alarcón,Collectors,,https://newyorker.com/magazine/2013/07/29/collectors-3,28,"July 29, 2013 Issue"
2013/07/22,David Gilbert,From a Farther Room,,https://newyorker.com/magazine/2013/07/22/from-a-farther-room,28,"July 22, 2013 Issue"
2013/07/08,Tobias Wolff,All Ahead of Them,,https://newyorker.com/magazine/2013/07/08/all-ahead-of-them,28,"July 8, 2013 Issue"
2013/07/01,Joyce Carol Oates,Mastiff,,https://newyorker.com/magazine/2013/07/01/mastiff,28,"July 1, 2013 Issue"
2013/06/24,Thomas McGuane,Stars,,https://newyorker.com/magazine/2013/06/24/stars-3,28,"June 24, 2013 Issue"
2013/06/10,Annie Proulx,Rough Deeds,,https://newyorker.com/magazine/2013/06/10/rough-deeds,28,"June 10 & 17, 2013 Issue"
2013/06/10,Sherman Alexie,Happy Trails,,https://newyorker.com/magazine/2013/06/10/happy-trails,28,"June 10 & 17, 2013 Issue"
2013/06/10,Jhumpa Lahiri,Brotherly Love,,https://newyorker.com/magazine/2013/06/10/brotherly-love-2,28,"June 10 & 17, 2013 Issue"
2013/06/10,Dashiell Hammett,An Inch And a Half of Glory,,https://newyorker.com/magazine/2013/06/10/an-inch-and-a-half-of-glory,28,"June 10 & 17, 2013 Issue"
2013/06/10,Ed Park,Slide To Unlock,,https://newyorker.com/magazine/2013/06/10/slide-to-unlock,28,"June 10 & 17, 2013 Issue"
2013/06/03,Akhil Sharma,We Didn’t Like Him,,https://newyorker.com/magazine/2013/06/03/we-didnt-like-him,29,"June 3, 2013 Issue"
2013/05/27,Steven Millhauser,Thirteen Wives,,https://newyorker.com/magazine/2013/05/27/thirteen-wives,29,"May 27, 2013 Issue"
2013/05/20,Ben Marcus,The Dark Arts,,https://newyorker.com/magazine/2013/05/20/the-dark-arts-2,29,"May 20, 2013 Issue"
2013/05/13,Fiona McFarlane,Art Appreciation,,https://newyorker.com/magazine/2013/05/13/art-appreciation,29,"May 13, 2013 Issue"
2013/05/06,Jonathan Lethem,The Gray Goose,,https://newyorker.com/magazine/2013/05/06/the-gray-goose,29,"May 6, 2013 Issue"
2013/04/29,Joshua Ferris,The Fragments,,https://newyorker.com/magazine/2013/04/29/the-fragments,29,"April 29, 2013 Issue"
2013/04/22,Roberto Bolaño,Mexican Manifesto,,https://newyorker.com/magazine/2013/04/22/mexican-manifesto,29,"April 22, 2013 Issue"
2013/04/15,T. Coraghessan Boyle,The Night of the Satellite,,https://newyorker.com/magazine/2013/04/15/the-night-of-the-satellite,29,"April 15, 2013 Issue"
2013/04/08,Tessa Hadley,Valentine,,https://newyorker.com/magazine/2013/04/08/valentine-8,29,"April 8, 2013 Issue"
2013/04/01,Sarah Braunstein,Marjorie Lemke,,https://newyorker.com/magazine/2013/04/01/marjorie-lemke,29,"April 1, 2013 Issue"
2013/03/25,Ruth Prawer Jhabvala,The Judge’s Will,,https://newyorker.com/magazine/2013/03/25/the-judges-will,30,"March 25, 2013 Issue"
2013/03/18,Chimamanda Ngozi Adichie,Checking Out,,https://newyorker.com/magazine/2013/03/18/checking-out,30,"March 18, 2013 Issue"
2013/03/04,Colm Tóibín,Summer of ’38,"Fiction by Colm Tóibín: “Summer of ’38” Rudolfo would be over eighty now, she calculated. Maybe he would still have something of the effortless charm that had come to him that summer as naturally as light did to the morning.",https://newyorker.com/magazine/2013/03/04/summer-of-38,30,"March 4, 2013 Issue"
2013/03/11,Will Mackin,"Will Mackin: ""Kattekoppen""","“Before a mission, I’d study the contour lines within the map circles in order to understand how to navigate the rise and fall of the terrain.”",https://newyorker.com/magazine/2013/03/11/kattekoppen,30,"March 11, 2013 Issue"
2013/02/25,Paul Theroux,The Furies,,https://newyorker.com/magazine/2013/02/25/the-furies-2,30,"February 25, 2013 Issue"
2013/02/11,Zadie Smith,“The Embassy of Cambodia”,"“Who would expect the Embassy of Cambodia? Nobody. Nobody could have expected it, or be expecting it. It’s a surprise, to us all.”",https://newyorker.com/magazine/2013/02/11/the-embassy-of-cambodia,30,"February 11 & 18, 2013 Issue"
2013/02/04,Nicole Krauss,Zusya on the Roof,,https://newyorker.com/magazine/2013/02/04/zusya-on-the-roof,30,"February 4, 2013 Issue"
2013/01/28,Kevin Canty,Mayfly,,https://newyorker.com/magazine/2013/01/28/mayfly,30,"January 28, 2013 Issue"
2013/01/21,Tessa Hadley,Experience,,https://newyorker.com/magazine/2013/01/21/experience-5,30,"January 21, 2013 Issue"
2013/01/14,William Trevor,The Women,,https://newyorker.com/magazine/2013/01/14/the-women-5,30,"January 14, 2013 Issue"
2013/01/07,Rivka Galchen,The Lost Order,,https://newyorker.com/magazine/2013/01/07/the-lost-order,31,"January 7, 2013 Issue"
2012/12/17,Marisa Silver,Creatures,"Fiction by Marisa Silver: “All boys play with guns, James thought suddenly, the defensive rage he’d felt that morning at the preschool resurging.”",https://newyorker.com/magazine/2012/12/17/creatures,31,"December 17, 2012 Issue"
2012/12/24,Thomas Pierce,Shirley Temple Three,,https://newyorker.com/magazine/2012/12/24/shirley-temple-three,31,"December 24 & 31, 2012 Issue"
2012/12/10,Steven Millhauser,A Voice in the Night,,https://newyorker.com/magazine/2012/12/10/a-voice-in-the-night,31,"December 10, 2012 Issue"
2012/12/03,Antonya Nelson,Literally,,https://newyorker.com/magazine/2012/12/03/literally,31,"December 3, 2012 Issue"
2012/11/26,Mo Yan,Bull,,https://newyorker.com/magazine/2012/11/26/bull-2,31,"November 26, 2012 Issue"
2012/11/19,Maile Meloy,Demeter,,https://newyorker.com/magazine/2012/11/19/demeter,31,"November 19, 2012 Issue"
2012/11/12,David Gilbert,Member / Guest,"“Sometimes I feel like a spy, like a double agent, and one day I’m going to give up the goods on all these people here.”",https://newyorker.com/magazine/2012/11/12/member-guest,31,"November 12, 2012 Issue"
2012/10/29,Kevin Barry,Ox Mountain Death Song,,https://newyorker.com/magazine/2012/10/29/ox-mountain-death-song,31,"October 29 & November 5, 2012 Issue"
2012/10/22,Callan Wink,Breatharians,,https://newyorker.com/magazine/2012/10/22/breatharians,31,"October 22, 2012 Issue"
2012/10/15,George Saunders,The Semplica-Girl Diaries,,https://newyorker.com/magazine/2012/10/15/the-semplica-girl-diaries,32,"October 15, 2012 Issue"
2012/10/08,Lara Vapnyar,Fischer Vs. Spassky,,https://newyorker.com/magazine/2012/10/08/fischer-vs-spassky,32,"October 8, 2012 Issue"
2012/10/01,Tony Earley,Jack And the Mad Dog,,https://newyorker.com/magazine/2012/10/01/jack-and-the-mad-dog,32,"October 1, 2012 Issue"
2012/09/24,Mohsin Hamid,The Third-Born,,https://newyorker.com/magazine/2012/09/24/the-third-born,32,"September 24, 2012 Issue"
2012/09/17,Leonid Tsypkin,The Last Few Kilometres,,https://newyorker.com/magazine/2012/09/17/the-last-few-kilometres,32,"September 17, 2012 Issue"
2012/09/10,Thomas McGuane,The Casserole,,https://newyorker.com/magazine/2012/09/10/the-casserole,32,"September 10, 2012 Issue"
2012/09/03,T. Coraghessan Boyle,Birnam Wood,,https://newyorker.com/magazine/2012/09/03/birnam-wood,32,"September 3, 2012 Issue"
2012/08/27,Alice Munro,“Amundsen”,"Fiction: “On the bench outside the station, I sat and waited.”",https://newyorker.com/magazine/2012/08/27/amundsen,32,"August 27, 2012 Issue"
2012/08/13,Justin Taylor,After Ellen,,https://newyorker.com/magazine/2012/08/13/after-ellen,32,"August 13, 2012 Issue"
2012/08/06,F. Scott Fitzgerald,Thank You for the Light,,https://newyorker.com/magazine/2012/08/06/thank-you-for-the-light,32,"August 6, 2012 Issue"
2012/07/30,Zadie Smith,“Permission to Enter”,"Fiction: “In the child’s mind, a breach now appeared: between what she believed she knew of herself, essentially, and her essence as others seemed to understand it.”",https://newyorker.com/magazine/2012/07/30/permission-to-enter,33,"July 30, 2012 Issue"
2012/07/23,Junot Díaz,The Cheater’s Guide to Love,Confessions of a self-professed Casanova.,https://newyorker.com/magazine/2012/07/23/the-cheaters-guide-to-love,33,"July 23, 2012 Issue"
2012/07/09,Tessa Hadley,An Abduction,"“Jane Allsop was abducted when she was fifteen, and nobody noticed.”",https://newyorker.com/magazine/2012/07/09/an-abduction,33,"July 9, 2012 Issue"
2012/07/02,Paul La Farge,Another Life,,https://newyorker.com/magazine/2012/07/02/another-life-2,33,"July 2, 2012 Issue"
2012/06/25,Shani Boianjiu,Shani Boianjiu: “Means of Suppressing Demonstrations’”,"“She knew that her military service was approaching its end, but could not feel it.”",https://newyorker.com/magazine/2012/06/25/means-of-suppressing-demonstrations,33,"June 25, 2012 Issue"
2012/06/18,Ben Lerner,The Golden Vanity,,https://newyorker.com/magazine/2012/06/18/the-golden-vanity,33,"June 18, 2012 Issue"
2012/06/04,Jennifer Egan,Black Box,“Knowing your latitude and longitude is not the same as knowing where you are.”,https://newyorker.com/magazine/2012/06/04/black-box-2,33,"June 4 & 11, 2012 Issue"
2012/06/04,Sam Lipsyte,The Republic of Empathy,,https://newyorker.com/magazine/2012/06/04/the-republic-of-empathy,33,"June 4 & 11, 2012 Issue"
2012/06/04,Junot Díaz,Monstro,,https://newyorker.com/magazine/2012/06/04/monstro,33,"June 4 & 11, 2012 Issue"
2012/06/04,Jonathan Lethem,My Internet,,https://newyorker.com/magazine/2012/06/04/my-internet,33,"June 4 & 11, 2012 Issue"
2012/05/28,Lorrie Moore,Referential,,https://newyorker.com/magazine/2012/05/28/referential,34,"May 28, 2012 Issue"
2012/05/21,Maile Meloy,The Proxy Marriage,"Fiction by Maile Meloy: “The Proxy Marriage” Bridey’s father came to her and William with a request. He’d been asked to arrange a proxy wedding for a Marine corporal in Kandahar and his fiancée, who was in North Carolina and pregnant. Would they be the proxies?",https://newyorker.com/magazine/2012/05/21/the-proxy-marriage,34,"May 21, 2012 Issue"
2012/05/14,Peter Stamm,Sweet Dreams,,https://newyorker.com/magazine/2012/05/14/sweet-dreams,34,"May 14, 2012 Issue"
2012/05/07,Louise Erdrich,Nero,,https://newyorker.com/magazine/2012/05/07/nero,34,"May 7, 2012 Issue"
2012/04/30,Ian McEwan,Hand on the Shoulder,,https://newyorker.com/magazine/2012/04/30/hand-on-the-shoulder,34,"April 30, 2012 Issue"
2012/04/23,Junot Díaz,Miss Lora,,https://newyorker.com/magazine/2012/04/23/miss-lora,34,"April 23, 2012 Issue"
2012/04/16,Colum McCann,Transatlantic,,https://newyorker.com/magazine/2012/04/16/transatlantic-3,34,"April 16, 2012 Issue"
2012/04/09,Jonathan Lethem,The Porn Critic,,https://newyorker.com/magazine/2012/04/09/the-porn-critic,34,"April 9, 2012 Issue"
2012/04/02,Victor Lodato,P.E.,,https://newyorker.com/magazine/2012/04/02/p-e,34,"April 2, 2012 Issue"
2012/03/26,Antonya Nelson,Chapter Two,,https://newyorker.com/magazine/2012/03/26/chapter-two,34,"March 26, 2012 Issue"
2012/03/19,Rivka Galchen,Appreciation,,https://newyorker.com/magazine/2012/03/19/appreciation-7,35,"March 19, 2012 Issue"
2012/03/12,Donald Antrim,Ever Since,,https://newyorker.com/magazine/2012/03/12/ever-since,35,"March 12, 2012 Issue"
2012/03/05,Alice Munro,Haven,,https://newyorker.com/magazine/2012/03/05/haven-alice-munro,35,"March 5, 2012 Issue"
2012/02/27,Thomas McGuane,A Prairie Girl,,https://newyorker.com/magazine/2012/02/27/a-prairie-girl,35,"February 27, 2012 Issue"
2012/02/13,Michael Chabon,Citizen Conn,What was it that drove two best friends and collaborators—creators of cult comic books—apart?,https://newyorker.com/magazine/2012/02/13/citizen-conn,35,"February 13 & 20, 2012 Issue"
2012/02/06,T. Coraghessan Boyle,Los Gigantes,,https://newyorker.com/magazine/2012/02/06/los-gigantes,35,"February 6, 2012 Issue"
2012/01/30,Alice McDermott,“Someone”,"“It must have been second nature to him, this veering attention. But for her it was both devastating and thrilling.”",https://newyorker.com/magazine/2012/01/30/someone,35,"January 30, 2012 Issue"
2012/01/23,Roberto Bolaño,Labyrinth,,https://newyorker.com/magazine/2012/01/23/labyrinth-roberto-bolano,35,"January 23, 2012 Issue"
2012/01/16,Saïd Sayrafiezadeh,A Brief Encounter with the Enemy,,https://newyorker.com/magazine/2012/01/16/a-brief-encounter-with-the-enemy,35,"January 16, 2012 Issue"
2012/01/09,John Lanchester,Expectations,,https://newyorker.com/magazine/2012/01/09/expectations-john-lanchester,35,"January 9, 2012 Issue"
2012/01/02,Etgar Keret,Creative Writing,,https://newyorker.com/magazine/2012/01/02/creative-writing,36,"January 2, 2012 Issue"
2011/12/19,Margaret Atwood,Stone Mattress,,https://newyorker.com/magazine/2011/12/19/stone-mattress,36,"December 19 & 26, 2011 Issue"
2011/12/12,Nathan Englander,What We Talk About When We Talk About Anne Frank,,https://newyorker.com/magazine/2011/12/12/what-we-talk-about-when-we-talk-about-anne-frank,36,"December 12, 2011 Issue"
2011/12/05,César Aira,The Musical Brain,,https://newyorker.com/magazine/2011/12/05/the-musical-brain,36,"December 5, 2011 Issue"
2011/11/28,Alice Munro,Leaving Maverley,,https://newyorker.com/magazine/2011/11/28/leaving-maverley,36,"November 28, 2011 Issue"
2011/11/21,Sam Lipsyte,The Climber Room,,https://newyorker.com/magazine/2011/11/21/the-climber-room,36,"November 21, 2011 Issue"
2011/11/14,Steven Millhauser,Miracle Polish,,https://newyorker.com/magazine/2011/11/14/miracle-polish,36,"November 14, 2011 Issue"
2011/11/07,Tessa Hadley,The Stain,,https://newyorker.com/magazine/2011/11/07/the-stain,36,"November 7, 2011 Issue"
2011/10/31,George Saunders,“Tenth of December”,“Wasn’t overcoming this feeling of fear what truly distinguished the brave?”,https://newyorker.com/magazine/2011/10/31/tenth-of-december,36,"October 31, 2011 Issue"
2011/10/24,Caitlin Horrocks,Sun City,,https://newyorker.com/magazine/2011/10/24/sun-city,36,"October 24, 2011 Issue"
2011/10/10,David Long,Oubliette,,https://newyorker.com/magazine/2011/10/10/oubliette,37,"October 10, 2011 Issue"
2011/10/03,Thomas McGuane,The House on Sand Creek,,https://newyorker.com/magazine/2011/10/03/the-house-on-sand-creek,37,"October 3, 2011 Issue"
2011/09/26,Callan Wink,Dog Run Moon,,https://newyorker.com/magazine/2011/09/26/dog-run-moon,37,"September 26, 2011 Issue"
2011/09/19,Ann Beattie,“Starlight”,"Fiction: “If it has to be done, it has to be done. Ollie’s been here for all of it, so of course he’s here for the final photograph of the Nixons in the White House.”",https://newyorker.com/magazine/2011/09/19/starlight-ann-beattie,37,"September 19, 2011 Issue"
2011/09/12,Yi Mun-yol,An Anonymous Island,,https://newyorker.com/magazine/2011/09/12/an-anonymous-island,37,"September 12, 2011 Issue"
2011/09/05,Haruki Murakami,Town of Cats,,https://newyorker.com/magazine/2011/09/05/town-of-cats,37,"September 5, 2011 Issue"
2011/08/29,David Means,El Morro,,https://newyorker.com/magazine/2011/08/29/el-morro,37,"August 29, 2011 Issue"
2011/08/15,Yosef Hayim Yerushalmi,Gilgul,,https://newyorker.com/magazine/2011/08/15/gilgul,37,"August 15, 2011 Issue"
2011/08/08,Ben Marcus,What Have You Done?,,https://newyorker.com/magazine/2011/08/08/what-have-you-done,37,"August 8, 2011 Issue"
2011/07/25,Robert Coover,“Matinée”,"“She takes her favorite seat in the middle of the seventh row, hoping to experience once again the consoling power of sudden uncomplicated love.”",https://newyorker.com/magazine/2011/07/25/matinee-robert-coover,37,"July 25, 2011 Issue"
2011/07/11,Ruth Prawer Jhabvala,“Aphrodisiac”,"“Things began to change in the house. Actually, physically, they had begun to change soon after Naina’s arrival.”",https://newyorker.com/magazine/2011/07/11/aphrodisiac,38,"July 11 & 18, 2011 Issue"
2011/07/04,Julian Barnes,Homage To Hemingway,,https://newyorker.com/magazine/2011/07/04/homage-to-hemingway,38,"July 4, 2011 Issue"
2011/06/27,Alice Munro,Gravel,,https://newyorker.com/magazine/2011/06/27/gravel-alice-munro,38,"June 27, 2011 Issue"
2011/06/13,Jeffrey Eugenides,Asleep in the Lord,,https://newyorker.com/magazine/2011/06/13/asleep-in-the-lord,38,"June 13 & 20, 2011 Issue"
2011/06/13,George Saunders,Home,"“Three cars for two grownups, I thought. What a country. What a couple of selfish dicks my wife and her new husband were.”",https://newyorker.com/magazine/2011/06/13/home-george-saunders,38,"June 13 & 20, 2011 Issue"
2011/06/13,Lauren Groff,Above And Below,,https://newyorker.com/magazine/2011/06/13/above-and-below,38,"June 13 & 20, 2011 Issue"
2011/06/06,Tessa Hadley,Clever Girl,"Fiction by Tessa Hadley: “When Madeleine and I went back to our different schools, the cult cooled down but didn’t die.”",https://newyorker.com/magazine/2011/06/06/clever-girl,38,"June 6, 2011 Issue"
2011/05/30,Kate Walbert,M&M World,,https://newyorker.com/magazine/2011/05/30/mm-world,38,"May 30, 2011 Issue"
2011/05/23,Ron Rash,The Trusty,,https://newyorker.com/magazine/2011/05/23/the-trusty,38,"May 23, 2011 Issue"
2011/05/16,Michael Ondaatje,The Cat's Table,,https://newyorker.com/magazine/2011/05/16/the-cats-table,38,"May 16, 2011 Issue"
2011/05/09,Donald Antrim,He Knew,,https://newyorker.com/magazine/2011/05/09/he-knew,39,"May 9, 2011 Issue"
2011/05/02,Sam Lipsyte,Deniers,,https://newyorker.com/magazine/2011/05/02/deniers,39,"May 2, 2011 Issue"
2011/04/25,Thomas McGuane,The Good Samaritan,,https://newyorker.com/magazine/2011/04/25/the-good-samaritan,39,"April 25, 2011 Issue"
2011/04/18,Ludmilla Petrushevskaya,A Withered Branch,,https://newyorker.com/magazine/2011/04/18/a-withered-branch,39,"April 18, 2011 Issue"
2011/04/11,Keith Ridgway,Goo Book,,https://newyorker.com/magazine/2011/04/11/goo-book,39,"April 11, 2011 Issue"
2011/04/04,Ramona Ausubel,Atria,,https://newyorker.com/magazine/2011/04/04/atria,39,"April 4, 2011 Issue"
2011/03/28,Haruki Murakami,U.F.O. in Kushiro,,https://newyorker.com/magazine/2011/03/28/u-f-o-in-kushiro-haruki-murakami,39,"March 28, 2011 Issue"
2011/03/21,Ben Marcus,Rollingwood,,https://newyorker.com/magazine/2011/03/21/rollingwood,39,"March 21, 2011 Issue"
2011/03/14,Robert Coover,Going for a Beer,,https://newyorker.com/magazine/2011/03/14/going-for-a-beer,39,"March 14, 2011 Issue"
2011/03/07,David Foster Wallace,“Backbone”,"Fiction: “Every whole person has ambitions, objectives, initiatives, goals. This one particular boy’s goal was to be able to press his lips to every square inch of his own body.”",https://newyorker.com/magazine/2011/03/07/backbone,39,"March 7, 2011 Issue"
2011/02/28,Saïd Sayrafiezadeh,Paranoia,,https://newyorker.com/magazine/2011/02/28/paranoia-said-sayrafiezadeh,40,"February 28, 2011 Issue"
2011/02/14,Mary Gaitskill,The Other Place,,https://newyorker.com/magazine/2011/02/14/the-other-place,40,"February 14 & 21, 2011 Issue"
2011/02/07,Tessa Hadley,Honor,,https://newyorker.com/magazine/2011/02/07/honor-tessa-hadley,40,"February 7, 2011 Issue"
2011/01/31,Alice Munro,Axis,,https://newyorker.com/magazine/2011/01/31/axis-alice-munro,40,"January 31, 2011 Issue"
2011/01/24,Hisham Matar,Naima,,https://newyorker.com/magazine/2011/01/24/naima,40,"January 24, 2011 Issue"
2011/01/17,Amos Oz,The King of Norway,,https://newyorker.com/magazine/2011/01/17/the-king-of-norway,40,"January 17, 2011 Issue"
2011/01/10,Louise Erdrich,The Years of My Birth,,https://newyorker.com/magazine/2011/01/10/the-years-of-my-birth,40,"January 10, 2011 Issue"
2011/01/03,Steven Millhauser,Getting Closer,"“He knows exactly when it all begins: it begins when he enters the water. That’s the agreement he’s made with himself, summer after summer.”",https://newyorker.com/magazine/2011/01/03/getting-closer-steven-millhauser,40,"January 3, 2011 Issue"
2010/12/20,George Saunders,Escape from Spiderhead,,https://newyorker.com/magazine/2010/12/20/escape-from-spiderhead,40,"December 20 & 27, 2010 Issue"
2010/12/13,Nuruddin Farah,Youngthing,,https://newyorker.com/magazine/2010/12/13/youngthing,40,"December 13, 2010 Issue"
2010/12/06,Jim Gavin,Costello,,https://newyorker.com/magazine/2010/12/06/costello,41,"December 6, 2010 Issue"
2010/11/29,Samantha Hunt,The Yellow,,https://newyorker.com/magazine/2010/11/29/the-yellow,41,"November 29, 2010 Issue"
2010/11/22,E. L. Doctorow,Assimilation,,https://newyorker.com/magazine/2010/11/22/assimilation,41,"November 22, 2010 Issue"
2010/11/15,Tessa Hadley,The Trojan Prince,,https://newyorker.com/magazine/2010/11/15/the-trojan-prince,41,"November 15, 2010 Issue"
2010/11/08,Jim Shepard,Boys Town,,https://newyorker.com/magazine/2010/11/08/boys-town,41,"November 8, 2010 Issue"
2010/11/01,Frances Hwang,Blue Roses,,https://newyorker.com/magazine/2010/11/01/blue-roses,41,"November 1, 2010 Issue"
2010/10/25,David Means,"The Tree Line, Kansas, 1934","Fiction by David Means: Carson’s men strode ahead, as if through the streets of Chicago, their black suit coats even blacker in the hazy light.",https://newyorker.com/magazine/2010/10/25/the-tree-line-kansas-1934,41,"October 25, 2010 Issue"
2010/10/18,Richard Powers,To the Measures Fall,,https://newyorker.com/magazine/2010/10/18/to-the-measures-fall,41,"October 18, 2010 Issue"
2010/10/11,Alice Munro,Corrie,,https://newyorker.com/magazine/2010/10/11/corrie,41,"October 11, 2010 Issue"
2010/10/04,Sam Lipsyte,The Dungeon Master,,https://newyorker.com/magazine/2010/10/04/the-dungeon-master,41,"October 4, 2010 Issue"
2010/06/07,Jeffrey Eugenides,Extreme Solitude,,https://newyorker.com/magazine/2010/06/07/extreme-solitude,42,"June 7, 2010 Issue"
2010/05/31,Jonathan Franzen,Agreeable,,https://newyorker.com/magazine/2010/05/31/agreeable,42,"May 31, 2010 Issue"
2010/05/24,Roddy Doyle,Ash,,https://newyorker.com/magazine/2010/05/24/ash,42,"May 24, 2010 Issue"
2010/05/17,Nathan Englander,Nathan Englander: “Free Fruit for Young Widows”,“He was using the same word about the same people in the same desert that had been used thousands of years before.”,https://newyorker.com/magazine/2010/05/17/free-fruit-for-young-widows,42,"May 17, 2010 Issue"
2010/05/10,Dagoberto Gilb,Uncle Rock,,https://newyorker.com/magazine/2010/05/10/uncle-rock,42,"May 10, 2010 Issue"
2010/05/03,Allegra Goodman,La Vita Nuova,,https://newyorker.com/magazine/2010/05/03/la-vita-nuova,42,"May 3, 2010 Issue"
2010/04/26,E. L. Doctorow,Edgemont Drive,,https://newyorker.com/magazine/2010/04/26/edgemont-drive,42,"April 26, 2010 Issue"
