date_issued,author,title,description,link,page,issue
1986/01/13,Veronica Geng,The 1985 Beaujolais Nouveaux: Ka-Boum!,,https://newyorker.com/magazine/1986/01/13/the-1985-beaujolais-nouveaux-ka-boum,184,"January 13, 1986 Issue"
1986/01/13,Elizabeth Tallent,Time With Children,,https://newyorker.com/magazine/1986/01/13/time-with-children,184,"January 13, 1986 Issue"
1986/01/06,James Wilcox,The Ivy in the Chimney,,https://newyorker.com/magazine/1986/01/06/the-ivy-in-the-chimney,184,"January 6, 1986 Issue"
1986/01/06,Robert Starer,Continuo,,https://newyorker.com/magazine/1986/01/06/continuo,184,"January 6, 1986 Issue"
1985/12/30,Douglas Dunn,Boyfriends and Girlfriends,,https://newyorker.com/magazine/1985/12/30/boyfriends-and-girlfriends,185,"December 30, 1985 Issue"
1985/12/30,William McKibben,After the Reading,,https://newyorker.com/magazine/1985/12/30/after-the-reading,185,"December 30, 1985 Issue"
1985/12/23,Veronica Geng,Codicil,,https://newyorker.com/magazine/1985/12/23/codicil,185,"December 23, 1985 Issue"
1985/12/23,John Updike,The Other Woman,,https://newyorker.com/magazine/1985/12/23/the-other-woman,185,"December 23, 1985 Issue"
1985/12/16,Bruce McCall,One Round in the Life of Vitaly Sergeyevich Yurchenko,,https://newyorker.com/magazine/1985/12/16/one-round-in-the-life-of-vitaly-sergeyevich-yurchenko,185,"December 16, 1985 Issue"
1985/12/16,Alice Adams,Tide Pools,,https://newyorker.com/magazine/1985/12/16/tide-pools,185,"December 16, 1985 Issue"
1985/12/09,Daniel Menaker,Continuing Care,,https://newyorker.com/magazine/1985/12/09/continuing-care,185,"December 9, 1985 Issue"
1985/12/09,George W. S. Trow,Simple,,https://newyorker.com/magazine/1985/12/09/simple-5,185,"December 9, 1985 Issue"
1985/12/02,Saul Steinberg,Kiss,,https://newyorker.com/magazine/1985/12/02/kiss,185,"December 2, 1985 Issue"
1985/12/02,Deborah Eisenberg,Broken Glass,,https://newyorker.com/magazine/1985/12/02/broken-glass,185,"December 2, 1985 Issue"
1985/11/25,Susan Lardner,The Vonnegutenberg Bible: Genesis I and So On,,https://newyorker.com/magazine/1985/11/25/the-vonnegutenberg-bible-genesis-i-and-so-on,186,"November 25, 1985 Issue"
1985/11/25,Tama Janowitz,Spells,,https://newyorker.com/magazine/1985/11/25/spells,186,"November 25, 1985 Issue"
1985/11/18,Irene Dische,Berlin Snowfall,,https://newyorker.com/magazine/1985/11/18/berlin-snowfall,186,"November 18, 1985 Issue"
1985/11/18,Frederick Barthelme,Cleo,,https://newyorker.com/magazine/1985/11/18/cleo,186,"November 18, 1985 Issue"
1985/11/11,Joyce Johnson,The Fall of Texas,,https://newyorker.com/magazine/1985/11/11/the-fall-of-texas,186,"November 11, 1985 Issue"
1985/11/11,David Lipsky,Three Thousand Dollars,,https://newyorker.com/magazine/1985/11/11/three-thousand-dollars,186,"November 11, 1985 Issue"
1985/11/04,Ellis Weiner,Lightening Up,,https://newyorker.com/magazine/1985/11/04/lightening-up,186,"November 4, 1985 Issue"
1985/10/28,Garrison Keillor,End of an Era,,https://newyorker.com/magazine/1985/10/28/end-of-an-era-2,186,"October 28, 1985 Issue"
1985/10/28,Alice Mattison,New Haven,,https://newyorker.com/magazine/1985/10/28/new-haven,186,"October 28, 1985 Issue"
1985/10/21,Donald Barthelme,Basil From Her Garden,,https://newyorker.com/magazine/1985/10/21/basil-from-her-garden,186,"October 21, 1985 Issue"
1985/10/21,Roz Chast,A Schropshire Lad,,https://newyorker.com/magazine/1985/10/21/a-schropshire-lad,187,"October 21, 1985 Issue"
1985/10/21,Frank Gannon,A Terrible Saga of Entrees,,https://newyorker.com/magazine/1985/10/21/a-terrible-saga-of-entrees,187,"October 21, 1985 Issue"
1985/10/14,Calvin Trillin,Backer Is Not Going Out,,https://newyorker.com/magazine/1985/10/14/backer-is-not-going-out,187,"October 14, 1985 Issue"
1985/10/14,Isaac Bashevis Singer,Burial at Sea,,https://newyorker.com/magazine/1985/10/14/burial-at-sea,187,"October 14, 1985 Issue"
1985/10/07,Alice Munro,The Progress of Love,,https://newyorker.com/magazine/1985/10/07/the-progress-of-love,187,"October 7, 1985 Issue"
1985/09/30,J. S. Marcus,Under Water,,https://newyorker.com/magazine/1985/09/30/under-water,187,"September 30, 1985 Issue"
1985/09/30,Tama Janowitz,Physics,,https://newyorker.com/magazine/1985/09/30/physics-3,187,"September 30, 1985 Issue"
1985/09/23,Frederick Barthelme,Driver,,https://newyorker.com/magazine/1985/09/23/driver-2,187,"September 23, 1985 Issue"
1985/09/23,Peter Gordon,Boys,,https://newyorker.com/magazine/1985/09/23/boys,187,"September 23, 1985 Issue"
1985/09/16,Elizabeth Tallent,The Fence Party,,https://newyorker.com/magazine/1985/09/16/the-fence-party,187,"September 16, 1985 Issue"
1985/09/16,Garrison Keillor,What Did We Do Wrong?,,https://newyorker.com/magazine/1985/09/16/what-did-we-do-wrong,188,"September 16, 1985 Issue"
1985/09/09,Bruce McCall,Current Listings (Illus.),,https://newyorker.com/magazine/1985/09/09/current-listings-illus,188,"September 9, 1985 Issue"
1985/09/09,Harold Brodkey,S. L.,,https://newyorker.com/magazine/1985/09/09/s-l,188,"September 9, 1985 Issue"
1985/09/02,Elizabeth Inness-Brown,Horse Dreams,,https://newyorker.com/magazine/1985/09/02/horse-dreams,188,"September 2, 1985 Issue"
1985/09/02,Tama Janowitz,Engagements,,https://newyorker.com/magazine/1985/09/02/engagements,188,"September 2, 1985 Issue"
1985/08/26,Penelope Gilliatt,The Corridors of Mr. Cyril,,https://newyorker.com/magazine/1985/08/26/the-corridors-of-mr-cyril,188,"August 26, 1985 Issue"
1985/08/26,Mavis Gallant,Florida,,https://newyorker.com/magazine/1985/08/26/florida-4,188,"August 26, 1985 Issue"
1985/08/19,Ian Frazier,From The Bank With Your Money On Its Mind,,https://newyorker.com/magazine/1985/08/19/from-the-bank-with-your-money-on-its-mind,188,"August 19, 1985 Issue"
1985/08/19,Douglas Dunn,Needlework,,https://newyorker.com/magazine/1985/08/19/needlework,188,"August 19, 1985 Issue"
1985/08/12,Muriel Spark,The Dragon,,https://newyorker.com/magazine/1985/08/12/the-dragon,188,"August 12, 1985 Issue"
1985/08/12,Mary A. Robison,Mirror,,https://newyorker.com/magazine/1985/08/12/mirror-2,189,"August 12, 1985 Issue"
1985/08/05,Frederick Barthelme,Pupil,,https://newyorker.com/magazine/1985/08/05/pupil,189,"August 5, 1985 Issue"
1985/08/05,Frank Gannon,"Yo, Poe",,https://newyorker.com/magazine/1985/08/05/yo-poe,189,"August 5, 1985 Issue"
1985/07/29,Deborah Eisenberg,"What It Was Like, Seeing Chris",,https://newyorker.com/magazine/1985/07/29/what-it-was-like-seeing-chris,189,"July 29, 1985 Issue"
1985/07/29,Alice Mattison,They All Went Up to Amsterdam,,https://newyorker.com/magazine/1985/07/29/they-all-went-up-to-amsterdam,189,"July 29, 1985 Issue"
1985/07/22,Elizabeth Jolley,Fairfields,,https://newyorker.com/magazine/1985/07/22/fairfields,189,"July 22, 1985 Issue"
1985/07/22,Polly Frost,Turbotome,,https://newyorker.com/magazine/1985/07/22/turbotome,189,"July 22, 1985 Issue"
1985/07/15,Alice Munro,Lichen,,https://newyorker.com/magazine/1985/07/15/lichen,189,"July 15, 1985 Issue"
1985/07/08,Garrison Keillor,The People V. Jim,,https://newyorker.com/magazine/1985/07/08/the-people-v-jim,189,"July 8, 1985 Issue"
1985/07/08,Mavis Gallant,From Cloud to Cloud,,https://newyorker.com/magazine/1985/07/08/from-cloud-to-cloud,189,"July 8, 1985 Issue"
1985/07/08,Charles Saxon,The Thirties,,https://newyorker.com/magazine/1985/07/08/the-thirties,190,"July 8, 1985 Issue"
1985/07/01,Elizabeth Tallent,Black Holes,,https://newyorker.com/magazine/1985/07/01/black-holes-2,190,"July 1, 1985 Issue"
1985/06/24,Judy Troy,The Nevada School of Acting,,https://newyorker.com/magazine/1985/06/24/the-nevada-school-of-acting,190,"June 24, 1985 Issue"
1985/06/24,John Rolfe Gardiner,Karaghala's Daughter,,https://newyorker.com/magazine/1985/06/24/karaghalas-daughter,190,"June 24, 1985 Issue"
1985/06/17,Veronica Geng,Settling An Old Score,,https://newyorker.com/magazine/1985/06/17/settling-an-old-score,190,"June 17, 1985 Issue"
1985/06/17,Peter Cameron,Jump or Dive,,https://newyorker.com/magazine/1985/06/17/jump-or-dive,190,"June 17, 1985 Issue"
1985/06/10,Alice Mattison,The Middle Ages,,https://newyorker.com/magazine/1985/06/10/the-middle-ages,190,"June 10, 1985 Issue"
1985/06/03,Saul Steinberg,Women,,https://newyorker.com/magazine/1985/06/03/women-2,190,"June 3, 1985 Issue"
1985/06/03,Bobbie Ann Mason,In Country,,https://newyorker.com/magazine/1985/06/03/in-country,190,"June 3, 1985 Issue"
1985/05/27,Ann Beattie,Janus,,https://newyorker.com/magazine/1985/05/27/janus,190,"May 27, 1985 Issue"
1985/05/27,Daniel Menaker,The Ravages of Time,,https://newyorker.com/magazine/1985/05/27/the-ravages-of-time,191,"May 27, 1985 Issue"
1985/05/20,Bruce McCall,"In the New Canada, Living is a Way of Life",,https://newyorker.com/magazine/1985/05/20/in-the-new-canada-living-is-a-way-of-life,191,"May 20, 1985 Issue"
1985/05/20,Natacha Stewart,The Dacha,,https://newyorker.com/magazine/1985/05/20/the-dacha,191,"May 20, 1985 Issue"
1985/05/13,Laurie Colwin,Old Flames,,https://newyorker.com/magazine/1985/05/13/old-flames,191,"May 13, 1985 Issue"
1985/05/13,Muriel Spark,Another Pair of Hands,,https://newyorker.com/magazine/1985/05/13/another-pair-of-hands,191,"May 13, 1985 Issue"
1985/05/13,Veronica Geng,The Buck Starts Here,,https://newyorker.com/magazine/1985/05/13/the-buck-starts-here,191,"May 13, 1985 Issue"
1985/05/06,William Franzen,After I Won the Lottery,,https://newyorker.com/magazine/1985/05/06/after-i-won-the-lottery,191,"May 6, 1985 Issue"
1985/05/06,Charles Dickinson,Sofa Art,,https://newyorker.com/magazine/1985/05/06/sofa-art,191,"May 6, 1985 Issue"
1985/04/29,Charles Saxon,Gardeners,,https://newyorker.com/magazine/1985/04/29/gardeners,191,"April 29, 1985 Issue"
1985/04/29,Susan Minot,Allowance,,https://newyorker.com/magazine/1985/04/29/allowance,191,"April 29, 1985 Issue"
1985/04/29,Donald Barthelme,Construction,,https://newyorker.com/magazine/1985/04/29/construction,192,"April 29, 1985 Issue"
1985/04/22,Polly Frost,The Salieri Variations,,https://newyorker.com/magazine/1985/04/22/the-salieri-variations,192,"April 22, 1985 Issue"
1985/04/22,Penelope Gilliatt,The Wind-Child Factor,,https://newyorker.com/magazine/1985/04/22/the-wind-child-factor,192,"April 22, 1985 Issue"
1985/04/15,Mavis Gallant,The Chosen Husband,,https://newyorker.com/magazine/1985/04/15/the-chosen-husband,192,"April 15, 1985 Issue"
1985/04/15,Veronica Geng,Canine Chateau,,https://newyorker.com/magazine/1985/04/15/canine-chateau,192,"April 15, 1985 Issue"
1985/04/08,William Trevor,Cocktails at Doney's,,https://newyorker.com/magazine/1985/04/08/cocktails-at-doneys,192,"April 8, 1985 Issue"
1985/04/08,Alice Mattison,The Knitting,,https://newyorker.com/magazine/1985/04/08/the-knitting,192,"April 8, 1985 Issue"
1985/04/01,Elizabeth Tallent,Sweet Disposition,,https://newyorker.com/magazine/1985/04/01/sweet-disposition,192,"April 1, 1985 Issue"
1985/04/01,J. S. Marcus,Centaurs,,https://newyorker.com/magazine/1985/04/01/centaurs,192,"April 1, 1985 Issue"
1985/03/25,James McConkey,A Family Record,,https://newyorker.com/magazine/1985/03/25/a-family-record,192,"March 25, 1985 Issue"
1985/03/18,Isaac Bashevis Singer,Dazzled,,https://newyorker.com/magazine/1985/03/18/dazzled,193,"March 18, 1985 Issue"
1985/03/11,Wright Morris,Country Music,,https://newyorker.com/magazine/1985/03/11/country-music,193,"March 11, 1985 Issue"
1985/03/11,Peter Cameron,Fear of Math,,https://newyorker.com/magazine/1985/03/11/fear-of-math,193,"March 11, 1985 Issue"
1985/03/04,William Trevor,Virgins,,https://newyorker.com/magazine/1985/03/04/virgins,193,"March 4, 1985 Issue"
1985/02/25,John Updike,A Constellation of Events,,https://newyorker.com/magazine/1985/02/25/a-constellation-of-events,193,"February 25, 1985 Issue"
1985/02/25,Andy Logan,The Virus in Rude Weather,,https://newyorker.com/magazine/1985/02/25/the-virus-in-rude-weather,193,"February 25, 1985 Issue"
1985/02/25,Frank Gannon,The Price You Gotta Pay,,https://newyorker.com/magazine/1985/02/25/the-price-you-gotta-pay,193,"February 25, 1985 Issue"
1985/02/18,Daniel Menaker,Interference,,https://newyorker.com/magazine/1985/02/18/interference,193,"February 18, 1985 Issue"
1985/02/18,Vladimir Nabokov,The Fight,,https://newyorker.com/magazine/1985/02/18/the-fight-4,193,"February 18, 1985 Issue"
1985/02/11,H. F. Ellis,Do Not Go Gentle,,https://newyorker.com/magazine/1985/02/11/do-not-go-gentle,193,"February 11, 1985 Issue"
1985/02/11,Laurie Colwin,Another Marvellous Thing,,https://newyorker.com/magazine/1985/02/11/another-marvellous-thing,194,"February 11, 1985 Issue"
1985/02/04,Peter Cameron,Fast Forward,,https://newyorker.com/magazine/1985/02/04/fast-forward,194,"February 4, 1985 Issue"
1985/02/04,Isaac Bashevis Singer,The Mistake,,https://newyorker.com/magazine/1985/02/04/the-mistake,194,"February 4, 1985 Issue"
1985/01/28,Laura Furman,Sunny,,https://newyorker.com/magazine/1985/01/28/sunny-2,194,"January 28, 1985 Issue"
1985/01/28,Robley Wilson,Cats,,https://newyorker.com/magazine/1985/01/28/cats-3,194,"January 28, 1985 Issue"
1985/01/21,Ursula K. Le Guin,She Unnames Them,,https://newyorker.com/magazine/1985/01/21/she-unnames-them,194,"January 21, 1985 Issue"
1985/01/21,Deborah Eisenberg,Transactions in a Foreign Currency,,https://newyorker.com/magazine/1985/01/21/transactions-in-a-foreign-currency,194,"January 21, 1985 Issue"
1985/01/14,Alice Munro,"Miles City, Montana",,https://newyorker.com/magazine/1985/01/14/miles-city-montana,194,"January 14, 1985 Issue"
1985/01/14,Saul Steinberg,Inventory,,https://newyorker.com/magazine/1985/01/14/inventory-5,194,"January 14, 1985 Issue"
1985/01/07,Michael Campbell,Haggie,,https://newyorker.com/magazine/1985/01/07/haggie,194,"January 7, 1985 Issue"
1985/01/07,Veronica Geng,For Immediate Release,,https://newyorker.com/magazine/1985/01/07/for-immediate-release-2,195,"January 7, 1985 Issue"
1984/12/31,Wright Morris,Fellow-Creatures,,https://newyorker.com/magazine/1984/12/31/fellow-creatures,195,"December 31, 1984 Issue"
1984/12/31,Tama Janowitz,The Slaves in New York,,https://newyorker.com/magazine/1984/12/31/the-slaves-in-new-york,195,"December 31, 1984 Issue"
1984/12/24,Elizabeth Tallent,Grant of Easement,,https://newyorker.com/magazine/1984/12/24/grant-of-easement,195,"December 24, 1984 Issue"
1984/12/17,Veronica Geng,Our Side of the Story,,https://newyorker.com/magazine/1984/12/17/our-side-of-the-story,195,"December 17, 1984 Issue"
1984/12/17,Stephanie Vaughn,Kid MacArthur,,https://newyorker.com/magazine/1984/12/17/kid-macarthur,195,"December 17, 1984 Issue"
1984/12/10,Bruce McCall,"Hey, Kids!",,https://newyorker.com/magazine/1984/12/10/hey-kids,195,"December 10, 1984 Issue"
1984/12/10,Peter Handke,Slow Homecoming,,https://newyorker.com/magazine/1984/12/10/slow-homecoming,195,"December 10, 1984 Issue"
1984/12/03,Jack Ziegler,Horoscopes of the New Zodiac,,https://newyorker.com/magazine/1984/12/03/horoscopes-of-the-new-zodiac,195,"December 3, 1984 Issue"
1984/12/03,John McGahern,Eddie Mac,,https://newyorker.com/magazine/1984/12/03/eddie-mac,195,"December 3, 1984 Issue"
1984/11/26,Penelope Gilliatt,Broderie Anglaise,,https://newyorker.com/magazine/1984/11/26/broderie-anglaise,196,"November 26, 1984 Issue"
1984/11/26,Veronica Geng,Secret Ballot,,https://newyorker.com/magazine/1984/11/26/secret-ballot,196,"November 26, 1984 Issue"
1984/11/19,W. S. Merwin,Foie Gras,,https://newyorker.com/magazine/1984/11/19/foie-gras,196,"November 19, 1984 Issue"
1984/11/12,William Maxwell,The Man in the Moon,,https://newyorker.com/magazine/1984/11/12/the-man-in-the-moon,196,"November 12, 1984 Issue"
1984/11/12,Veronica Geng,Totalled,,https://newyorker.com/magazine/1984/11/12/totalled,196,"November 12, 1984 Issue"
1984/11/05,Jamaica Kincaid,A Walk To The Jetty,,https://newyorker.com/magazine/1984/11/05/a-walk-to-the-jetty,196,"November 5, 1984 Issue"
1984/10/29,Ian Frazier,England Picks a Poet,,https://newyorker.com/magazine/1984/10/29/england-picks-a-poet,196,"October 29, 1984 Issue"
1984/10/29,Bobbie Ann Mason,Love Life,,https://newyorker.com/magazine/1984/10/29/love-life,196,"October 29, 1984 Issue"
1984/10/22,Donald Barthelme,Opening,,https://newyorker.com/magazine/1984/10/22/opening-7,196,"October 22, 1984 Issue"
1984/10/22,David Updike,The End of the Reign,,https://newyorker.com/magazine/1984/10/22/the-end-of-the-reign,196,"October 22, 1984 Issue"
1984/10/15,Saul Steinberg,Directions,,https://newyorker.com/magazine/1984/10/15/directions-3,197,"October 15, 1984 Issue"
1984/10/15,Ruth Prawer Jhabvala,Farid & Farida,,https://newyorker.com/magazine/1984/10/15/farid-farida,197,"October 15, 1984 Issue"
1984/10/08,Alice Adams,Separate Planes,,https://newyorker.com/magazine/1984/10/08/separate-planes,197,"October 8, 1984 Issue"
1984/10/08,Isaac Bashevis Singer,The Image,,https://newyorker.com/magazine/1984/10/08/the-image,197,"October 8, 1984 Issue"
1984/10/01,Veronica Geng,Love Trouble Is My Business,,https://newyorker.com/magazine/1984/10/01/love-trouble-is-my-business,197,"October 1, 1984 Issue"
1984/10/01,Andrea Lee,Negatives,,https://newyorker.com/magazine/1984/10/01/negatives,197,"October 1, 1984 Issue"
1984/09/24,Ann Beattie,Summer People,,https://newyorker.com/magazine/1984/09/24/summer-people-2,197,"September 24, 1984 Issue"
1984/09/17,Douglas Dunn,Orr Mount,,https://newyorker.com/magazine/1984/09/17/orr-mount,197,"September 17, 1984 Issue"
1984/09/17,Garrison Keillor,End of the Trail,,https://newyorker.com/magazine/1984/09/17/end-of-the-trail,197,"September 17, 1984 Issue"
1984/09/10,William Trevor,On the Zattere,,https://newyorker.com/magazine/1984/09/10/on-the-zattere,197,"September 10, 1984 Issue"
1984/09/10,Judy Troy,In One Place,,https://newyorker.com/magazine/1984/09/10/in-one-place,198,"September 10, 1984 Issue"
1984/09/03,Veronica Geng,Tribute,,https://newyorker.com/magazine/1984/09/03/tribute-16,198,"September 3, 1984 Issue"
1984/09/03,Deborah Eisenberg,Flotsam,,https://newyorker.com/magazine/1984/09/03/flotsam-5,198,"September 3, 1984 Issue"
1984/09/03,James Robison,The Indian Gardens,,https://newyorker.com/magazine/1984/09/03/the-indian-gardens,198,"September 3, 1984 Issue"
1984/08/27,John Rolfe Gardiner,Our Janice,,https://newyorker.com/magazine/1984/08/27/our-janice,198,"August 27, 1984 Issue"
1984/08/27,Donald Barthelme,Sindbad,,https://newyorker.com/magazine/1984/08/27/sindbad,198,"August 27, 1984 Issue"
1984/08/20,Ian Frazier,Morris Smith: The Myth and the Man,,https://newyorker.com/magazine/1984/08/20/morris-smith-the-myth-and-the-man,198,"August 20, 1984 Issue"
1984/08/20,Sara E. Lewis,Perfect Combinations,,https://newyorker.com/magazine/1984/08/20/perfect-combinations,198,"August 20, 1984 Issue"
1984/08/13,Dan Jacobson,Brian,,https://newyorker.com/magazine/1984/08/13/brian,198,"August 13, 1984 Issue"
1984/08/13,Stuart Dybek,Pet Milk,,https://newyorker.com/magazine/1984/08/13/pet-milk,198,"August 13, 1984 Issue"
1984/08/06,Cynthia Ozick,At Fumicaro,,https://newyorker.com/magazine/1984/08/06/at-fumicaro,199,"August 6, 1984 Issue"
1984/08/06,Janet Nichols,Recapitulation,,https://newyorker.com/magazine/1984/08/06/recapitulation-3,199,"August 6, 1984 Issue"
1984/07/30,Penelope Gilliatt,Addio,,https://newyorker.com/magazine/1984/07/30/addio,199,"July 30, 1984 Issue"
1984/07/30,Jamaica Kincaid,The Long Rain,,https://newyorker.com/magazine/1984/07/30/the-long-rain,199,"July 30, 1984 Issue"
1984/07/23,Leslie Norris,The Kingfisher,,https://newyorker.com/magazine/1984/07/23/the-kingfisher-2,199,"July 23, 1984 Issue"
1984/07/23,Wright Morris,To Calabria,,https://newyorker.com/magazine/1984/07/23/to-calabria,199,"July 23, 1984 Issue"
1984/07/23,William Steig,Weather,,https://newyorker.com/magazine/1984/07/23/weather-3,199,"July 23, 1984 Issue"
1984/07/16,William Franzen,What the Twister Did,,https://newyorker.com/magazine/1984/07/16/what-the-twister-did,199,"July 16, 1984 Issue"
1984/07/16,Theodore Weesner,Getting Serious,,https://newyorker.com/magazine/1984/07/16/getting-serious,199,"July 16, 1984 Issue"
1984/07/09,Lynn Caraganis,Up a Tree,,https://newyorker.com/magazine/1984/07/09/up-a-tree-2,199,"July 9, 1984 Issue"
1984/07/09,Andrea Lee,The Days of Thunderbirds,,https://newyorker.com/magazine/1984/07/09/the-days-of-thunderbirds,200,"July 9, 1984 Issue"
1984/07/02,Mavis Gallant,Overhead in a Balloon,,https://newyorker.com/magazine/1984/07/02/overhead-in-a-balloon,200,"July 2, 1984 Issue"
1984/07/02,James Gorman,"Man, Bytes, Dog",,https://newyorker.com/magazine/1984/07/02/man-bytes-dog,200,"July 2, 1984 Issue"
1984/06/25,Douglas Dunn,South America,,https://newyorker.com/magazine/1984/06/25/south-america,200,"June 25, 1984 Issue"
1984/06/25,Ken Klee,This Is Not An Offering,,https://newyorker.com/magazine/1984/06/25/this-is-not-an-offering,200,"June 25, 1984 Issue"
1984/06/18,Peter Cameron,"Melissa & Henry - September 10, 1983",,https://newyorker.com/magazine/1984/06/18/melissa-henry-september-10-1983,200,"June 18, 1984 Issue"
1984/06/18,Andrea Lee,Gypsies,,https://newyorker.com/magazine/1984/06/18/gypsies-4,200,"June 18, 1984 Issue"
1984/06/11,Robb Forman Dew,Silverfish,,https://newyorker.com/magazine/1984/06/11/silverfish,200,"June 11, 1984 Issue"
1984/06/11,James Kaplan,The New Age,,https://newyorker.com/magazine/1984/06/11/the-new-age,200,"June 11, 1984 Issue"
1984/06/04,Ann Beattie,In the White Night,,https://newyorker.com/magazine/1984/06/04/in-the-white-night,200,"June 4, 1984 Issue"
1984/06/04,David Plante,"Paris, 1959",,https://newyorker.com/magazine/1984/06/04/paris-1959,201,"June 4, 1984 Issue"
1984/05/28,Douglas Florian,Constellations,,https://newyorker.com/magazine/1984/05/28/constellations,201,"May 28, 1984 Issue"
1984/05/28,Penelope Gilliatt,The Hinge,,https://newyorker.com/magazine/1984/05/28/the-hinge,201,"May 28, 1984 Issue"
1984/05/28,Moira Crone,Oslo,,https://newyorker.com/magazine/1984/05/28/oslo,201,"May 28, 1984 Issue"
1984/05/21,Andrea Lee,Fine Points,,https://newyorker.com/magazine/1984/05/21/fine-points,201,"May 21, 1984 Issue"
1984/05/21,Mary A. Robison,While Home,,https://newyorker.com/magazine/1984/05/21/while-home,201,"May 21, 1984 Issue"
1984/05/14,Jamaica Kincaid,"Somewhere, Belgium",,https://newyorker.com/magazine/1984/05/14/somewhere-belgium,201,"May 14, 1984 Issue"
1984/05/14,Garrison Keillor,We Are Still Married,,https://newyorker.com/magazine/1984/05/14/we-are-still-married,201,"May 14, 1984 Issue"
1984/05/07,Peter Cameron,Homework,,https://newyorker.com/magazine/1984/05/07/homework-5,201,"May 7, 1984 Issue"
1984/04/30,Bruce McCall,Curbsiders On Parade (Illus.),,https://newyorker.com/magazine/1984/04/30/curbsiders-on-parade-illus,201,"April 30, 1984 Issue"
1984/04/30,Patricia Page,Thrift,,https://newyorker.com/magazine/1984/04/30/thrift-7,202,"April 30, 1984 Issue"
1984/04/23,Frederick Barthelme,Export,,https://newyorker.com/magazine/1984/04/23/export-2,202,"April 23, 1984 Issue"
1984/04/16,Garrison Keillor,Who We Were And What We Meant By It,,https://newyorker.com/magazine/1984/04/16/who-we-were-and-what-we-meant-by-it,202,"April 16, 1984 Issue"
1984/04/16,Jamaica Kincaid,Gwen,,https://newyorker.com/magazine/1984/04/16/gwen,202,"April 16, 1984 Issue"
1984/04/09,Laura Furman,Buddy,,https://newyorker.com/magazine/1984/04/09/buddy,202,"April 9, 1984 Issue"
1984/04/09,Kenneth Lash,Finnegan Wakes at Yankee Stageum,,https://newyorker.com/magazine/1984/04/09/finnegan-wakes-at-yankee-stageum,202,"April 9, 1984 Issue"
1984/04/02,Daphne Merkin,Enchantment,,https://newyorker.com/magazine/1984/04/02/enchantment-2,202,"April 2, 1984 Issue"
1984/04/02,Stanislaw Lem,Offering,,https://newyorker.com/magazine/1984/04/02/offering,202,"April 2, 1984 Issue"
1984/03/26,Mary A. Robison,In the Woods,,https://newyorker.com/magazine/1984/03/26/in-the-woods,202,"March 26, 1984 Issue"
1984/03/26,Bill Barich,Too Much Electricity,,https://newyorker.com/magazine/1984/03/26/too-much-electricity,202,"March 26, 1984 Issue"
1984/03/19,Milan Kundera,The Unbearable Lightness of Being,,https://newyorker.com/magazine/1984/03/19/the-unbearable-lightness-of-being,203,"March 19, 1984 Issue"
1984/03/12,George W. S. Trow,What I Want,,https://newyorker.com/magazine/1984/03/12/what-i-want,203,"March 12, 1984 Issue"
1984/03/12,Berry Morgan,The Lower Pontalba,,https://newyorker.com/magazine/1984/03/12/the-lower-pontalba,203,"March 12, 1984 Issue"
1984/03/05,Nora Ephron,Dear Frequent Travellers,,https://newyorker.com/magazine/1984/03/05/dear-frequent-travellers,203,"March 5, 1984 Issue"
1984/03/05,Harold Brodkey,Nonie,,https://newyorker.com/magazine/1984/03/05/nonie,203,"March 5, 1984 Issue"
1984/02/27,Alice Adams,Barcelona,,https://newyorker.com/magazine/1984/02/27/barcelona,203,"February 27, 1984 Issue"
1984/02/27,Frank Conroy,Midair,,https://newyorker.com/magazine/1984/02/27/midair,203,"February 27, 1984 Issue"
1984/02/20,Saul Steinberg,Body English,,https://newyorker.com/magazine/1984/02/20/body-english,203,"February 20, 1984 Issue"
1984/02/20,John Updike,Slippage,,https://newyorker.com/magazine/1984/02/20/slippage,203,"February 20, 1984 Issue"
1984/02/20,Veronica Geng,The New Thing,,https://newyorker.com/magazine/1984/02/20/the-new-thing,203,"February 20, 1984 Issue"
1984/02/13,George W. S. Trow,The Last Mrs. Aspair,,https://newyorker.com/magazine/1984/02/13/the-last-mrs-aspair,204,"February 13, 1984 Issue"
1984/02/06,Wright Morris,Going Into Exile,,https://newyorker.com/magazine/1984/02/06/going-into-exile,204,"February 6, 1984 Issue"
1984/02/06,Patricia O'Donnell,Farber and Mr. White,,https://newyorker.com/magazine/1984/02/06/farber-and-mr-white,204,"February 6, 1984 Issue"
1984/01/30,David Updike,Bachelor of Arts,,https://newyorker.com/magazine/1984/01/30/bachelor-of-arts,204,"January 30, 1984 Issue"
1984/01/30,William Maxwell,My Father's Friends,,https://newyorker.com/magazine/1984/01/30/my-fathers-friends,204,"January 30, 1984 Issue"
1984/01/23,Laurie Colwin,A Country Wedding,,https://newyorker.com/magazine/1984/01/23/a-country-wedding,204,"January 23, 1984 Issue"
1984/01/23,Bruce McCall,What to Do Next,,https://newyorker.com/magazine/1984/01/23/what-to-do-next-2,204,"January 23, 1984 Issue"
1984/01/16,Douglas Dunn,Bobby's Room,,https://newyorker.com/magazine/1984/01/16/bobbys-room,204,"January 16, 1984 Issue"
1984/01/09,Katharine Andres,Things to Draw,,https://newyorker.com/magazine/1984/01/09/things-to-draw,204,"January 9, 1984 Issue"
