board_id,board_name,school_id,school_name,municipality,enrolment,lat,long,first_lang_not_english,first_lang_not_french,newcomer,special_ed,gifted,grade_3_standard_reading,grade_3_standard_writing,grade_3_standard_math,grade_6_standard_reading,grade_6_standard_writing,grade_6_standard_math,low_income,parent_university_edu
B66036,Lambton Kent DSB,78,A A Wright Public School,Chatham-Kent,274.0,42.59151,-82.40406,,100.0,,21.5,,44.0,50.0,28.0,66.0,45.0,21.0,27.43,4.63
B66036,Lambton Kent DSB,1244,Aberarder Central School,Plympton-Wyoming,123.0,43.05384,-82.09639,,100.0,,17.9,,,,,,,,,19.1
B66036,Lambton Kent DSB,55719,Bosanquet Central Public School,Lambton Shores,178.0,43.156620000000004,-81.88181,,100.0,,16.9,,47.0,24.0,35.0,71.0,36.0,29.0,11.68,
B66036,Lambton Kent DSB,61824,Bridgeview Public School,Point Edward,169.0,42.99605,-82.41011,,100.0,,18.9,,70.0,50.0,45.0,67.0,58.0,29.0,9.75,
B66036,Lambton Kent DSB,62081,Brigden School,St. Clair,217.0,42.815090000000005,-82.28096,,100.0,,15.7,,48.0,43.0,33.0,72.0,79.0,28.0,7.04,
B66036,Lambton Kent DSB,63517,Bright's Grove Public School,Sarnia,340.0,43.03063,-82.26311,,100.0,,14.4,,89.0,91.0,74.0,83.0,86.0,51.0,5.8,33.42
B66036,Lambton Kent DSB,66370,Brooke Central School,Brooke-Alvinston,265.0,42.84186,-81.87099,,100.0,,10.9,,58.0,74.0,63.0,96.0,83.0,48.0,11.42,
B66036,Lambton Kent DSB,88609,Cathcart Boulevard Public School,Sarnia,528.0,43.01014,-82.36336,5.9,99.8,,10.0,,89.0,90.0,74.0,92.0,94.0,52.0,6.9,27.3
B66036,Lambton Kent DSB,118583,Colonel Cameron Public School,St. Clair,197.0,42.884679999999996,-82.43835,,100.0,,16.8,,60.0,47.0,60.0,89.0,79.0,39.0,9.28,5.29
B66036,Lambton Kent DSB,120715,Confederation Central School,Sarnia,217.0,42.95877,-82.26973000000001,,100.0,,16.1,,78.0,70.0,61.0,79.0,85.0,30.0,8.69,5.41
B66036,Lambton Kent DSB,135135,Dawn-Euphemia School,Dawn-Euphemia,105.0,42.708009999999994,-82.1211,,100.0,,19.0,,50.0,60.0,40.0,81.0,94.0,56.0,12.61,
B66036,Lambton Kent DSB,148660,Dresden Area Central School,Chatham-Kent,374.0,42.585570000000004,-82.17902,,100.0,,12.6,,82.0,78.0,72.0,94.0,97.0,44.0,13.9,6.47
B66036,Lambton Kent DSB,587281,East Lambton Elementary School,Warwick,208.0,42.95159,-81.8756,,100.0,,13.0,,68.0,47.0,63.0,78.0,78.0,26.0,13.97,
B66036,Lambton Kent DSB,258016,École Hillcrest Public School,Petrolia,259.0,42.87867,-82.13532,,100.0,,6.6,,74.0,80.0,43.0,90.0,97.0,52.0,8.84,10.19
B66036,Lambton Kent DSB,185841,Errol Road Public School,Sarnia,440.0,43.00288,-82.37444,4.3,99.8,,14.5,,73.0,61.0,51.0,76.0,76.0,46.0,9.55,18.4
B66036,Lambton Kent DSB,185833,Errol Village Public School,Plympton-Wyoming,162.0,43.043040000000005,-82.18677,,100.0,,14.2,,100.0,100.0,100.0,100.0,100.0,79.0,,15.3
B66036,Lambton Kent DSB,226661,Grand Bend Public School,Lambton Shores,204.0,43.309940000000005,-81.75474,,100.0,,12.7,,80.0,70.0,35.0,70.0,75.0,50.0,12.65,
B66036,Lambton Kent DSB,230693,Gregory Drive Public School,Chatham-Kent,257.0,42.42034,-82.2156,,100.0,,16.3,,97.0,100.0,83.0,78.0,92.0,32.0,20.14,16.88
B66036,Lambton Kent DSB,237329,H W Burgess Public School,Chatham-Kent,174.0,42.59704,-82.37116,,100.0,,19.0,,94.0,88.0,69.0,83.0,100.0,53.0,12.37,
B66036,Lambton Kent DSB,243175,Hanna Memorial Public School,Sarnia,217.0,42.97531,-82.39046,,100.0,,25.8,,65.0,47.0,41.0,43.0,61.0,25.0,22.09,8.67
B66036,Lambton Kent DSB,247197,Harwich-Raleigh Public School,Chatham-Kent,388.0,42.33285,-81.98869,2.8,99.7,,18.8,,68.0,63.0,61.0,83.0,75.0,53.0,13.71,8.12
B66036,Lambton Kent DSB,255394,High Park Public School,Sarnia,386.0,42.982209999999995,-82.37191,2.8,100.0,,14.2,,42.0,49.0,13.0,46.0,40.0,17.0,28.15,
B66036,Lambton Kent DSB,275131,Indian Creek Road Public School,Chatham-Kent,508.0,42.37852,-82.18144000000001,3.0,100.0,,20.1,,86.0,86.0,68.0,76.0,80.0,44.0,9.32,20.33
B66036,Lambton Kent DSB,284386,John N Given Public School,Chatham-Kent,261.0,42.40515,-82.20657,,100.0,,16.9,,47.0,42.0,32.0,81.0,88.0,50.0,15.85,8.77
B66036,Lambton Kent DSB,297127,King George VI Public School,Chatham-Kent,328.0,42.41883,-82.19145,3.7,100.0,,22.9,,68.0,71.0,56.0,81.0,69.0,52.0,22.44,19.76
B66036,Lambton Kent DSB,297380,King George VI Public School,Sarnia,297.0,43.0022,-82.39112,8.1,100.0,,12.8,,85.0,80.0,75.0,96.0,91.0,87.0,11.18,11.61
B66036,Lambton Kent DSB,619787,Kinnwood Central Public School,Lambton Shores,273.0,43.09193,-81.99691999999999,,100.0,,11.4,,52.0,44.0,59.0,73.0,67.0,40.0,17.28,9.34
B66036,Lambton Kent DSB,304140,Lakeroad Public School,Sarnia,162.0,43.012440000000005,-82.37321,,100.0,,22.2,,89.0,83.0,72.0,100.0,83.0,42.0,11.27,9.21
B66036,Lambton Kent DSB,305510,Lambton Central Centennial School,Enniskillen,221.0,42.85901,-82.12578,,100.0,,19.9,,86.0,77.0,55.0,90.0,76.0,14.0,10.06,6.16
B66036,Lambton Kent DSB,308307,Lansdowne Public School,Sarnia,339.0,42.96506,-82.37111,,100.0,,23.3,,39.0,34.0,24.0,19.0,23.0,6.0,31.83,
B66036,Lambton Kent DSB,319872,London Road School,Sarnia,185.0,42.97935,-82.39968,,100.0,,16.2,,44.0,56.0,39.0,80.0,60.0,20.0,26.35,
B66036,Lambton Kent DSB,356026,McNaughton Ave Public School,Chatham-Kent,660.0,42.42688,-82.18146999999999,2.1,100.0,,8.8,,80.0,82.0,72.0,88.0,91.0,66.0,14.41,21.32
B66036,Lambton Kent DSB,361895,Merlin Area Public School,Chatham-Kent,188.0,42.245540000000005,-82.23764,5.9,100.0,,14.9,,50.0,50.0,32.0,80.0,80.0,67.0,13.91,
B66036,Lambton Kent DSB,371610,Mooretown-Courtright School,St. Clair,106.0,42.8404,-82.46155999999999,,100.0,,14.2,,,,,,,,13.79,
B66036,Lambton Kent DSB,265640,Naahii Ridge Public School,Chatham-Kent,267.0,42.44732,-81.87388,4.1,100.0,,14.2,,64.0,62.0,22.0,57.0,75.0,21.0,16.53,5.86
B66036,Lambton Kent DSB,432918,P.E. McGibbon Public School,Sarnia,471.0,42.96696,-82.39226,,100.0,,20.4,,67.0,67.0,55.0,67.0,58.0,31.0,25.52,3.4
B66036,Lambton Kent DSB,462748,Queen Elizabeth II C Public School,Chatham-Kent,313.0,42.39633,-82.17141,,100.0,,20.8,,64.0,58.0,48.0,86.0,77.0,34.0,32.24,
B66036,Lambton Kent DSB,462870,Queen Elizabeth II P Public School,Petrolia,340.0,42.88493,-82.15321,,100.0,,13.2,,64.0,61.0,46.0,74.0,85.0,38.0,9.07,10.75
B66036,Lambton Kent DSB,463000,Queen Elizabeth II School,Sarnia,295.0,42.97161,-82.37295,,100.0,,20.0,,39.0,43.0,50.0,57.0,31.0,17.0,37.0,6.06
B66036,Lambton Kent DSB,109920,Ridgetown DHS-Gr. 7 & 8,Chatham-Kent,82.0,42.44464,-81.88201,,100.0,,31.7,,,,,,,,17.02,
B66036,Lambton Kent DSB,486922,Riverview Central School,St. Clair,173.0,42.68504,-82.49476999999999,,100.0,,7.5,,90.0,85.0,90.0,83.0,78.0,50.0,8.51,
B66036,Lambton Kent DSB,491080,Rosedale Public School,Sarnia,450.0,42.99295,-82.37462,6.4,100.0,,12.2,,67.0,65.0,59.0,79.0,70.0,42.0,6.93,27.62
B66036,Lambton Kent DSB,516074,Sir John Moore Community School,St. Clair,460.0,42.877140000000004,-82.44582,,99.3,,8.3,,65.0,58.0,47.0,82.0,66.0,30.0,15.31,4.18
B66036,Lambton Kent DSB,523321,South Plympton Central School,Plympton-Wyoming,115.0,42.9543,-82.10240999999999,,100.0,,,,76.0,81.0,71.0,,,,,13.6
B66036,Lambton Kent DSB,548707,Tecumseh Public School,Chatham-Kent,350.0,42.409,-82.21008,4.3,100.0,,18.3,,54.0,61.0,39.0,65.0,59.0,19.0,22.14,14.74
B66036,Lambton Kent DSB,551147,Thamesville Area Central Public School,Chatham-Kent,134.0,42.555890000000005,-81.97646999999999,,100.0,,17.2,,67.0,83.0,50.0,92.0,85.0,77.0,20.39,11.42
B66036,Lambton Kent DSB,556602,Tilbury Area Public School,Chatham-Kent,372.0,42.25935,-82.42690999999999,9.4,100.0,,22.6,,93.0,95.0,93.0,78.0,89.0,22.0,13.53,4.9
B66036,Lambton Kent DSB,572853,Victor Lauriston Public School,Chatham-Kent,334.0,42.39392,-82.1769,,100.0,,24.9,,56.0,81.0,51.0,80.0,84.0,24.0,26.82,5.69
B66036,Lambton Kent DSB,580007,W J Baird Public School,Chatham-Kent,217.0,42.33085,-81.9933,,100.0,,16.1,,100.0,100.0,87.0,80.0,85.0,50.0,13.74,9.52
B66036,Lambton Kent DSB,570326,Wallaceburg DSS-Gr. 7 & 8,Chatham-Kent,135.0,42.59592,-82.39135999999999,,100.0,,37.0,,,,,,,,20.45,
B66036,Lambton Kent DSB,604054,Wheatley Area Public School,Chatham-Kent,194.0,42.10155,-82.46321999999999,8.8,100.0,,16.5,,62.0,62.0,54.0,71.0,76.0,24.0,11.92,
B66036,Lambton Kent DSB,615757,Winston Churchill Public School,Chatham-Kent,240.0,42.39537,-82.19757,4.6,100.0,,25.8,,52.0,52.0,38.0,50.0,60.0,13.0,23.43,
B66036,Lambton Kent DSB,622257,Wyoming Public School,Plympton-Wyoming,128.0,42.95085,-82.12298,,100.0,,28.1,,,,,86.0,75.0,43.0,,12.85
B66036,Lambton Kent DSB,625221,Zone Township Central School,Chatham-Kent,130.0,42.63431,-81.87508000000001,,100.0,,17.7,,75.0,100.0,50.0,100.0,90.0,40.0,14.61,11.41
B66206,Limestone DSB,97055,Amherst Island Public School,Loyalist,25.0,44.16894,-76.70376999999999,,100.0,,,,,,,,,,,40.0
B66206,Limestone DSB,18791,AmherstView Public School,Loyalist,526.0,44.22501,-76.63892,2.9,98.9,,14.3,,82.0,76.0,65.0,75.0,76.0,35.0,8.83,12.25
B66206,Limestone DSB,33235,Bath Public School,Loyalist,264.0,44.18674,-76.77956999999999,,100.0,,14.0,,62.0,54.0,38.0,80.0,73.0,17.0,7.1,10.09
B66206,Limestone DSB,34959,Bayridge Public School,Kingston,343.0,44.24897,-76.59425999999999,10.5,99.7,,19.0,,82.0,78.0,64.0,80.0,73.0,39.0,11.68,24.0
B66206,Limestone DSB,76120,Calvin Park Public School,Kingston,391.0,44.23847,-76.52033,12.5,99.7,3.8,26.3,,,,,,,,15.79,21.6
B66206,Limestone DSB,88471,Cataraqui Woods Elementary School,Kingston,411.0,44.2675,-76.57981,6.1,99.8,,12.9,,84.0,84.0,73.0,75.0,75.0,43.0,9.05,23.85
B66206,Limestone DSB,90158,Centennial Public School,Kingston,307.0,44.231840000000005,-76.51963,23.8,100.0,14.7,23.8,,41.0,73.0,41.0,61.0,52.0,16.0,29.16,20.68
B66206,Limestone DSB,92371,Central Public School,Kingston,165.0,44.234140000000004,-76.48612,6.7,99.4,,12.7,,83.0,83.0,50.0,60.0,47.0,33.0,27.71,
B66206,Limestone DSB,99260,Centreville Public School,Stone Mills,119.0,44.400459999999995,-76.90344,,100.0,,14.3,,62.0,54.0,23.0,92.0,69.0,69.0,,
B66206,Limestone DSB,108499,Clarendon Central Public School,North Frontenac,27.0,44.95803,-76.98476,,100.0,,,,,,,,,,,
B66206,Limestone DSB,119547,Collins Bay Public School,Kingston,102.0,44.24100000000001,-76.612,,99.0,,36.3,,50.0,50.0,0.0,42.0,25.0,8.0,10.89,23.87
B66206,Limestone DSB,226482,Ecole Sir John A. Macdonald Public School,Kingston,762.0,44.266490000000005,-76.44688000000001,6.2,97.5,,9.8,,70.0,53.0,52.0,84.0,80.0,66.0,4.76,48.35
B66206,Limestone DSB,170895,Elginburg & District Public School,Kingston,248.0,44.31945,-76.53992,,100.0,,12.5,,81.0,68.0,59.0,93.0,97.0,59.0,4.32,17.96
B66206,Limestone DSB,184284,Enterprise Public School,Stone Mills,88.0,44.46478,-76.88214,,100.0,,22.7,,,,,,,,11.77,
B66206,Limestone DSB,191027,Fairfield Elementary School,Loyalist,305.0,44.22331,-76.65619000000001,,100.0,,19.3,,53.0,33.0,22.0,61.0,52.0,18.0,11.02,9.35
B66206,Limestone DSB,218219,Glenburnie Public School,Kingston,145.0,44.32108,-76.46119,,100.0,,15.9,,,,,81.0,62.0,38.0,7.73,23.66
B66206,Limestone DSB,601342,Granite Ridge Education Centre Public School,South Frontenac,180.0,44.78318,-76.68051,,100.0,,26.7,,55.0,64.0,36.0,56.0,33.0,6.0,21.1,
B66206,Limestone DSB,245909,Harrowsmith Public School,South Frontenac,338.0,44.40282,-76.67405,,100.0,,21.3,,65.0,77.0,52.0,72.0,78.0,44.0,9.71,3.17
B66206,Limestone DSB,281786,James R Henderson Public School,Kingston,563.0,44.22913,-76.57542,7.6,100.0,2.7,10.1,,73.0,63.0,52.0,86.0,77.0,38.0,8.22,26.31
B66206,Limestone DSB,514721,John Graves Simcoe Public School,Kingston,175.0,44.259840000000004,-76.48931,,100.0,,23.4,,43.0,57.0,19.0,56.0,31.0,0.0,42.44,
B66206,Limestone DSB,447790,Joyceville Public School,Kingston,167.0,44.36033,-76.33495,,100.0,,19.2,,63.0,58.0,32.0,75.0,60.0,40.0,8.51,8.59
B66206,Limestone DSB,306037,Lancaster Drive Public School,Kingston,403.0,44.25606,-76.59714,8.2,99.8,,10.7,,93.0,93.0,71.0,96.0,98.0,79.0,3.83,54.83
B66206,Limestone DSB,307831,Land O Lakes Public School,Central Frontenac,123.0,44.73665,-76.84489,,100.0,,23.6,,,,,85.0,77.0,46.0,20.9,
B66206,Limestone DSB,52045,LaSalle Intermediate School Intermediate School,Kingston,116.0,44.25325,-76.4589,,95.7,,25.9,,,,,,,,,50.23
B66206,Limestone DSB,321567,Lord Strathcona Public School,Kingston,188.0,44.25035,-76.52256,13.8,98.9,6.9,20.7,,42.0,46.0,46.0,62.0,27.0,4.0,24.97,
B66206,Limestone DSB,322997,Loughborough Public School,South Frontenac,442.0,44.40794,-76.59384,,99.5,,10.6,,49.0,38.0,34.0,66.0,71.0,32.0,7.09,15.6
B66206,Limestone DSB,616796,Marysville Public School,Frontenac Islands,25.0,44.19262,-76.43821,,100.0,,,,,,,,,,,
B66206,Limestone DSB,599271,Module de l'Acadie,Kingston,147.0,44.23707,-76.57679,,99.3,,,,,,,,,,6.89,25.74
B66206,Limestone DSB,206199,Module Vanier,Kingston,208.0,44.229279999999996,-76.49778,6.3,98.1,,13.9,,,,,,,,13.68,25.81
B66206,Limestone DSB,344149,Molly Brant Elementary School,Kingston,,44.254453999999996,-76.4993718,,,,,,16.0,25.0,7.0,45.0,58.0,10.0,,
B66206,Limestone DSB,384615,Newburgh Public School,Stone Mills,120.0,44.32819,-76.87491999999999,,100.0,,11.7,,79.0,79.0,53.0,85.0,62.0,38.0,,13.6
B66206,Limestone DSB,403040,North Addington Education Centre Public School,Addington Highlands,212.0,44.81607,-77.18565,,100.0,,23.1,,26.0,17.0,9.0,44.0,28.0,6.0,24.96,
B66206,Limestone DSB,415421,Odessa Public School,Loyalist,346.0,44.277120000000004,-76.72579,,100.0,,24.3,,36.0,55.0,27.0,58.0,68.0,34.0,8.18,3.35
B66206,Limestone DSB,441589,Perth Road Public School,South Frontenac,275.0,44.43314,-76.48363,,100.0,,18.5,,60.0,57.0,53.0,81.0,84.0,48.0,8.4,10.76
B66206,Limestone DSB,449873,Polson Park Public School,Kingston,391.0,44.235440000000004,-76.52977,9.0,100.0,,8.2,,57.0,49.0,40.0,84.0,86.0,51.0,21.46,13.44
B66206,Limestone DSB,453129,Prince Charles Public School,South Frontenac,189.0,44.487629999999996,-76.69167,,100.0,,15.9,,56.0,50.0,56.0,40.0,25.0,10.0,15.02,
B66206,Limestone DSB,467553,R Gordon Sinclair Public School,Kingston,239.0,44.21652,-76.5688,,100.0,,15.1,,86.0,83.0,91.0,86.0,86.0,57.0,7.98,26.87
B66206,Limestone DSB,483419,Rideau Heights Public School,Kingston,230.0,44.26538,-76.4808,,100.0,,29.1,,73.0,50.0,55.0,61.0,61.0,43.0,37.23,
B66206,Limestone DSB,483540,Rideau Public School,Kingston,478.0,44.235409999999995,-76.50476,5.4,99.4,,6.9,,58.0,54.0,36.0,79.0,75.0,60.0,19.98,5.89
B66206,Limestone DSB,505099,Selby Public School,Greater Napanee,241.0,44.30934,-76.98704000000001,,100.0,,23.2,,80.0,73.0,60.0,95.0,90.0,48.0,10.84,4.94
B66206,Limestone DSB,240828,Southview Public School,Greater Napanee,609.0,44.23870458,-76.93686157,,100.0,,22.2,,70.0,75.0,67.0,72.0,72.0,37.0,11.86,4.24
B66206,Limestone DSB,538922,Storrington Public School,South Frontenac,206.0,44.43008,-76.38553,,100.0,,11.7,,74.0,70.0,43.0,95.0,91.0,36.0,7.58,6.32
B66206,Limestone DSB,544779,Sydenham Public School,Kingston,137.0,44.22855,-76.49016999999999,9.5,100.0,7.3,11.7,,87.0,87.0,67.0,86.0,79.0,21.0,14.43,9.55
B66206,Limestone DSB,547891,Tamworth Elementary School,Stone Mills,138.0,44.4849,-76.99089000000001,,98.6,,13.8,,,,,77.0,62.0,38.0,15.13,12.83
B66206,Limestone DSB,551376,The Prince Charles School,Greater Napanee,459.0,44.24969,-76.95716,,98.5,,15.7,,25.0,35.0,10.0,63.0,53.0,16.0,14.68,3.35
B66206,Limestone DSB,562289,Truedell Public School,Kingston,244.0,44.24402,-76.57941,4.1,100.0,,11.5,,75.0,90.0,75.0,91.0,91.0,57.0,7.71,24.48
B66206,Limestone DSB,263320,W.J. Holsgrove Public School,Kingston,114.0,44.26855,-76.62095,,100.0,,14.9,,62.0,62.0,19.0,75.0,58.0,17.0,,19.88
B66206,Limestone DSB,591270,Welborne Avenue Public School,Kingston,475.0,44.22242,-76.57945,6.3,99.2,,10.1,,65.0,54.0,37.0,85.0,79.0,46.0,9.95,19.76
B66206,Limestone DSB,615625,Winston Churchill Public School,Kingston,211.0,44.229459999999996,-76.50428000000001,12.3,99.1,,9.5,,89.0,86.0,79.0,90.0,90.0,79.0,8.01,37.28
B66206,Limestone DSB,622265,Yarker Public School,Stone Mills,36.0,44.373709999999996,-76.76846,,100.0,,,,,,,,,,,
B67032,London District Catholic School Board,688061,Assumption Separate School,Aylmer,155.0,42.770070000000004,-80.98351,,100.0,,11.0,,42.0,42.0,33.0,77.0,69.0,46.0,12.15,
B67032,London District Catholic School Board,690406,Blessed Sacrament Separate School,London,190.0,43.0053,-81.2182,15.8,100.0,11.6,16.3,,69.0,69.0,35.0,70.0,61.0,17.0,37.17,
B67032,London District Catholic School Board,714844,Holy Cross Separate School,London,149.0,42.9803,-81.2076,12.8,99.3,,14.8,,9.0,9.0,0.0,69.0,62.0,15.0,31.33,10.96
B67032,London District Catholic School Board,716294,Holy Family Elementary School,London,142.0,42.9916,-81.1566,,97.9,,,,54.0,62.0,46.0,85.0,77.0,23.0,12.17,
B67032,London District Catholic School Board,704237,Holy Family French Immersion School,Woodstock,194.0,43.1347,-80.7679,,100.0,,10.8,,85.0,77.0,69.0,100.0,79.0,50.0,9.84,15.9
B67032,London District Catholic School Board,718874,Holy Rosary Separate School,London,155.0,42.9663,-81.2302,,100.0,,11.0,,59.0,88.0,65.0,90.0,80.0,50.0,23.0,14.55
B67032,London District Catholic School Board,723673,Jean Vanier Separate School,London,408.0,42.94549,-81.29377,8.3,100.0,3.4,10.8,,80.0,89.0,62.0,80.0,80.0,54.0,13.55,33.52
B67032,London District Catholic School Board,732346,Monsignor J H O'Neil School,Tillsonburg,147.0,42.8707,-80.7501,,100.0,,13.6,,,,,86.0,83.0,46.0,11.13,7.13
B67032,London District Catholic School Board,868698,Monsignor Morrison Separate School,St. Thomas,297.0,42.7937,-81.183,,100.0,,13.8,,48.0,48.0,52.0,67.0,58.0,24.0,13.89,16.1
B67032,London District Catholic School Board,737593,Notre Dame Separate School,London,246.0,42.9755,-81.301,8.5,100.0,6.1,7.7,,87.0,100.0,73.0,75.0,79.0,50.0,15.78,43.12
B67032,London District Catholic School Board,741884,Our Lady Immaculate School,Strathroy-Caradoc,365.0,42.95986,-81.62037,,100.0,,12.6,,69.0,36.0,47.0,71.0,88.0,38.0,10.81,8.89
B67032,London District Catholic School Board,745138,Our Lady of Lourdes Separate School,Middlesex Centre,392.0,42.910740000000004,-81.40951,,99.5,,6.6,,69.0,78.0,69.0,89.0,89.0,75.0,5.09,23.75
B67032,London District Catholic School Board,757225,Sacred Heart Separate School,North Middlesex,103.0,43.1586,-81.6869,,100.0,,,,86.0,86.0,79.0,100.0,83.0,50.0,,
B67032,London District Catholic School Board,762814,Sir Arthur Carty Separate School,London,423.0,42.93766,-81.23907,16.8,99.8,7.1,14.4,,67.0,67.0,56.0,66.0,71.0,18.0,26.79,17.62
B67032,London District Catholic School Board,771139,St Anne's Separate School,London,166.0,43.02133,-81.21294,11.4,100.0,,18.1,,57.0,62.0,33.0,69.0,77.0,,20.58,11.49
B67032,London District Catholic School Board,772615,St Anthony Catholic French Immersion School,London,565.0,42.93111,-81.2352,11.9,98.8,1.9,7.4,,60.0,54.0,47.0,77.0,79.0,33.0,17.33,24.08
B67032,London District Catholic School Board,777633,St Bernadette Separate School,London,168.0,42.9818,-81.1834,6.0,100.0,,16.1,,29.0,24.0,29.0,63.0,53.0,16.0,11.68,17.75
B67032,London District Catholic School Board,781266,St Catherine of Siena,London,634.0,43.0315,-81.2902,4.6,99.8,2.2,10.7,,75.0,69.0,67.0,78.0,83.0,55.0,9.9,69.12
B67032,London District Catholic School Board,782440,St Charles Separate School,Southwest Middlesex,101.0,42.7531,-81.7112,,100.0,,14.9,,54.0,54.0,54.0,,,,14.39,
B67032,London District Catholic School Board,785911,St David Separate School,Thames Centre,224.0,42.989090000000004,-81.07077,,99.1,,8.0,,54.0,46.0,38.0,96.0,92.0,68.0,5.97,16.99
B67032,London District Catholic School Board,790583,St Francis School,London,371.0,42.94386,-81.20841,,100.0,,16.2,,64.0,67.0,48.0,68.0,56.0,35.0,14.74,28.75
B67032,London District Catholic School Board,794279,St George Separate School,London,224.0,42.95588,-81.32627,,100.0,,7.6,,88.0,84.0,66.0,80.0,84.0,56.0,,44.01
B67032,London District Catholic School Board,815594,St Joseph's School,Tillsonburg,243.0,42.8739,-80.722,,99.6,,9.5,,75.0,68.0,45.0,,,,11.58,7.49
B67032,London District Catholic School Board,816116,St Jude Separate School,London,222.0,42.949090000000005,-81.26906,7.2,100.0,,14.4,,54.0,54.0,36.0,84.0,79.0,26.0,21.32,18.18
B67032,London District Catholic School Board,816027,St Jude's School,Ingersoll,256.0,43.0296,-80.8659,,100.0,,22.7,,63.0,63.0,68.0,86.0,75.0,44.0,8.9,10.07
B67032,London District Catholic School Board,822590,St Marguerite d'Youville,London,420.0,43.0066,-81.321,6.0,99.5,,8.3,,80.0,78.0,63.0,78.0,76.0,54.0,15.0,28.15
B67032,London District Catholic School Board,823139,St Mark,London,370.0,43.0351,-81.2361,,100.0,9.5,7.8,,80.0,86.0,65.0,86.0,77.0,53.0,11.94,24.52
B67032,London District Catholic School Board,823910,St Martin,London,260.0,42.9698,-81.2537,7.7,100.0,,11.2,,75.0,91.0,81.0,90.0,94.0,35.0,17.25,16.2
B67032,London District Catholic School Board,825867,St Mary School,London,235.0,42.988,-81.2284,,100.0,,8.1,,,,,100.0,98.0,80.0,12.05,31.73
B67032,London District Catholic School Board,824437,St Mary's,West Elgin,163.0,42.6053,-81.6022,,100.0,,26.4,,69.0,62.0,25.0,65.0,29.0,0.0,11.78,6.74
B67032,London District Catholic School Board,832758,St Michael,London,185.0,43.0042,-81.2446,11.4,99.5,15.1,18.9,,65.0,48.0,61.0,88.0,88.0,59.0,31.07,10.19
B67032,London District Catholic School Board,835129,St Michael's,Woodstock,310.0,43.1471,-80.7322,,100.0,,15.5,,63.0,85.0,78.0,85.0,70.0,48.0,6.45,20.82
B67032,London District Catholic School Board,836915,St Patrick,Lucan Biddulph,217.0,43.17463,-81.3692,,100.0,,16.1,,64.0,80.0,48.0,94.0,89.0,72.0,5.69,28.04
B67032,London District Catholic School Board,838608,St Patrick's,Woodstock,327.0,43.11678,-80.75811999999999,,100.0,,20.2,,74.0,69.0,69.0,83.0,78.0,43.0,11.4,16.91
B67032,London District Catholic School Board,841463,St Paul Separate School,London,256.0,42.97797,-81.31863,,100.0,,9.0,,95.0,100.0,82.0,90.0,95.0,62.0,10.8,45.35
B67032,London District Catholic School Board,847186,St Pius X Separate School,London,192.0,42.9938,-81.1854,,100.0,,17.7,,71.0,57.0,62.0,74.0,68.0,32.0,23.86,
B67032,London District Catholic School Board,849529,St Robert Separate School,London,249.0,42.9956,-81.1677,6.4,100.0,,14.9,,73.0,68.0,59.0,67.0,70.0,17.0,23.86,6.11
B67032,London District Catholic School Board,850179,St Sebastian Separate School,London,235.0,42.9654,-81.206,10.2,100.0,6.0,15.3,,68.0,58.0,42.0,73.0,73.0,46.0,30.22,9.01
B67032,London District Catholic School Board,729140,St Theresa Separate School,London,264.0,42.9483,-81.3391,,100.0,,6.8,,87.0,87.0,65.0,93.0,67.0,50.0,4.81,45.86
B67032,London District Catholic School Board,855898,St Thomas More Separate School,London,191.0,42.998999999999995,-81.2896,14.7,100.0,7.3,14.1,,42.0,58.0,32.0,100.0,83.0,62.0,37.62,26.95
B67032,London District Catholic School Board,857840,St Vincent de Paul Separate School,Strathroy-Caradoc,207.0,42.9462,-81.6193,,100.0,,16.4,,41.0,59.0,32.0,76.0,68.0,56.0,7.22,8.97
B67032,London District Catholic School Board,874085,St. Anne's Separate School,Central Elgin,505.0,42.76771,-81.17034,,100.0,,11.5,,60.0,47.0,57.0,94.0,85.0,50.0,8.59,15.94
B67032,London District Catholic School Board,806137,St. John French Immersion School,London,393.0,42.97827,-81.2335,11.7,99.2,,13.0,,83.0,66.0,83.0,79.0,85.0,54.0,19.07,22.57
B67032,London District Catholic School Board,690066,St. Kateri Separate School,London,318.0,43.0237,-81.2643,5.7,100.0,,6.9,,83.0,86.0,79.0,85.0,91.0,52.0,10.91,49.06
B67032,London District Catholic School Board,798986,St. Nicholas Senior Separate School,London,249.0,42.96889,-81.36232,6.4,100.0,,12.4,,85.0,81.0,52.0,92.0,92.0,62.0,8.77,46.84
B15199,Moose Factory Island DSAB,371742,Ministik Public School,Cochrane,311.0,51.250713,-80.61288,,100.0,,8.0,,31.0,15.0,8.0,14.0,25.0,0.0,43.28,
B15202,Moosonee DSAB,372005,Moosonee Public School,Cochrane,245.0,51.274407307,-80.64506176100001,,100.0,,4.9,,26.0,22.0,19.0,86.0,95.0,38.0,31.18,16.0
B15202,Moosonee DSAB,311483,MPS French Language Unit,Moosonee,,51.274324,-80.645404,,,,,,,,,,,,,
B28037,Near North DSB,266063,Alliance French Immersion Public School,North Bay,564.0,46.322379999999995,-79.45343000000001,,100.0,,8.7,,67.0,51.0,52.0,91.0,96.0,64.0,16.39,15.15
B28037,Near North DSB,20540,Argyle Public School,Parry Sound,48.0,45.91551,-79.98432,,100.0,,,,,,,,,,26.65,
